section,page_no,sl_no_on_page,applicant,date_application,date_ruling,subject,ruling_no,pdf_link,pdf_available
Mumbai Rulings,22,211,M/s United Breweries Limited,15/02/2024,19/07/2024,"Whether I-RECs are intangible goods, taxable under the Customs Act, 1962 or classifiable as goods un",CAAR/MUM/ARC/100/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-100-19072024.pdf,YES
Mumbai Rulings,22,212,M/s Ibiden Singapore Pte Limited,07/05/2024,19/07/2024,"Classification of ""Raw Silicon Carbide Bricks for DPF application""",CAAR/MUM/ARC/101 & 102/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-101&102-19072024.pdf,YES
Mumbai Rulings,22,213,M/s GS CUSTOMS Pvt. Ltd.,05/02/2024,19/07/2024,This ruling is confidential.,CAAR/MUM/ARC/99/2024,,NO
Mumbai Rulings,22,214,M/s Shapphire Trading Corporation.,05/02/2024,19/07/2024,"Classification of ""Roasted Areca Nuts""",CAAR/MUM/ARC/98/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-98-19072024.pdf,YES
Mumbai Rulings,22,215,M/s Viewsonic Technologies India Pvt. Ltd.,14/08/2023,10/07/2024,"Classification of ""Data Projectors""",CAAR/MUM/ARC/97/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mumbai-97-12072024.pdf,YES
Mumbai Rulings,22,216,M/s Audio Distribution House Pvt. Ltd.,06/11/2023,10/07/2024,"Classification of ""Data Projectors""",CAAR/MUM/ARC/96/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mumbai-96-12072024.pdf,YES
Mumbai Rulings,22,217,M/s Viewsonic Technologies India Pvt. Ltd.,22/08/2023,10/07/2024,Classification of Computer monitors and eligibility for exemption under Sl. No. 17 of exemption not,CAAR/MUM/ARC/95/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mumbai-95-12072024.pdf,YES
Mumbai Rulings,22,218,M/s Viewsonic Technologies India Private Limited,22/08/2023,25/06/2024,Classification of computer models and eligibility to avail the benefit of Sr. No. 17 of exemption No,CAAR/MUM/ARC/94/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-viewsonic-94-28062024.pdf,YES
Mumbai Rulings,22,219,M/s Bag Industries,08/01/2024,19/06/2024,Classification of menthol scented sweet supari and flavoured and coated illaichi.,CAAR/MUM/ARC/90-93/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mumbai-90-93-21062024.pdf,YES
Mumbai Rulings,22,220,M/s TMK Traders,26/12/2023,06/06/2024,"Classification of ""Oven Roasted Areca Nuts and Oven Roasted and salted Cashew Nuts"".",CAAR/MUM/ARC/89/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-trk-89-07062024.pdf,YES
Mumbai Rulings,23,221,M/s KPX Chemical India Pvt. Ltd.,16/11/2023,04/06/2024,"Classification of ""KONIX KE- 810, KONIX FA-505 AND KONIX KE-880S"".",CAAR/MUM/ARC/88/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mumbai-konix-04062024.pdf,YES
Mumbai Rulings,23,222,M/s Alphard Offshore Private Limited.,28/02/2024,03/06/2024,A) Whether Vessel UOL Tigerfish (“the Vessel”) which is sought to be imported from the Internationa,CAAR/MUM/ARC/87/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mumbai-04062024.pdf,YES
Mumbai Rulings,23,223,M/s Kataria Traders.,"20/11/2023, 20/12/2023, 04/03/2024 & 11/03/2024",29/05/2024,This ruling is confidential.,"CAAR/MUM/ARC/82, 83, 84, 85 & 86/2024",,NO
Mumbai Rulings,23,224,M/s T.R. Jwellers.,22/12/2023,29/05/2024,This ruling is confidential.,CAAR/MUM/ARC/81/2024,,NO
Mumbai Rulings,23,225,M/s Netlink ICT Private Limited.,04/10/2023,29/05/2024,Eligibility to claim the benefit of reduced duty of 10% vide Sl. No.22 of Notification No. 57/2017 C,CAAR/MUM/ARC/80/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mumbai-netlink-30052024.pdf,YES
Mumbai Rulings,23,226,M/s Valeo India Pvt Ltd,17/01/2024,28/05/2024,Ruling is kept confidential.,CAAR/MUM/ARC/79/2024,,NO
Mumbai Rulings,23,227,Trinity Agro Products,10.01.2024,16.05.2024,This ruling is confidential.,CAAR/MUM/ARC/78/2024,,NO
Mumbai Rulings,23,228,R.R Exports,13.12.2023,16.05.2024,Classification of Roasted Betelnut/Arecanut (Whole/Cut),CAAR/MUM/ARC/77/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mumbai-77-16052024.pdf,YES
Mumbai Rulings,23,229,M/s Nutricia International Private limited.,05.07.2023,15.05.2024,"Import of ""Infant milk based formula Aptamil-C Proteq""",CAAR/MUM/ARC/75 & 76/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mumbai-75-76-16052024.pdf,YES
Mumbai Rulings,23,230,M/s Shahnaz Commodities International Private Limited,"29/11/2023,13/12/2023,08/02/2024 & 08/02/2024",15/05/2024,This ruling is confidential.,"CAAR/MUM/ARC/71,72,73 & 74/2024",,NO
Mumbai Rulings,24,231,M/s iValue Infosolutions Private limited.,17/11/2023,08/05/2024,This ruling is confidential.,CAAR/MUM/ARC/70/2024,,NO
Mumbai Rulings,24,232,M/s Nokia Solutions and Networks India Private Limited,22.08.2023,03.05.2024,Whether Optical Line Terminals are eligible for concessional Basic Customs Duty rate of 10% in terms,CAAR/Mum/ARC/69/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-optical-06052024.pdf,YES
Mumbai Rulings,24,233,M/s Reynolds Pens India Private Limited.,24.11.2023,03.05.2024,This ruling is confidential,"CAAR/MUM/ARC/64, 65, 66, 67 & 68/2024",,NO
Mumbai Rulings,24,234,M/s Blue Star climatech Limited.,02.08.2023,01.05.2024,Opting for deferred payments of duty for capital goods imported into the MOOWR unit whereas it impor,CAAR/MUM/ARC/62/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-blue-star-04052024.pdf,YES
Mumbai Rulings,24,235,M/s ZF Commercial Vehicle Control Systems India Limited.,26/06/2023,24/04/2024,This ruling is confidential,CAAR/MUM/ARC/63/2024,,NO
Mumbai Rulings,24,236,M/s Larsen & Toubro Limited,23/06/2023,23/04/2024,Classification of Bronze Cladding Panels,CAAR/MUM/ARC/61/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/car-mum-612024-24042024.pdf,YES
Mumbai Rulings,24,237,M/s Nouveau Diamonds Manufacturing India LLP,05/07/2023,22/04/2024,Whether Lab-grown rough diamonds can be imported under MOOWR unit vide Notification No. 44 of 2019 s,"CAAR/MUM/ARC/58, 59 & 60/2024",https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-58-59-60-23apr2024.pdf,YES
Mumbai Rulings,24,238,M/s. Ibiden Singapore Pte Limited,15.11.2023,10.04.2024,"Classification of ""Raw Silicon Carbide Bricks for DPF application""",CAAR/MUM/ARC/57/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-rul-mum-57-silicon-10042024.pdf,YES
Mumbai Rulings,24,239,M/s. Viewsonic Technologies India Private,28/08/2023,05/04/2024,Classification of Interactive Display System Viewboard,CAAR/MUM/ARC/56/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-56-08apr2024.pdf,YES
Mumbai Rulings,24,240,M/s. Varvara India Private Limited,07/02/2023,05/04/2024,Classification of Cannabidiol Oil,CAAR/MUM/ARC/55/2024,,NO
Mumbai Rulings,25,241,M/s. Jaiico Transs,14/09/2023,04/04/2024,Classification of Airsoft Guns (Toy Guns),CAAR/MUM/ARC/54/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-54-08apr2024.pdf,YES
Mumbai Rulings,25,242,M/s. Exide Energy Solutions Limited,18.12.2023,02.04.2024,Import of Capital goods intended for use in manufacture of Lithium Ion Cells,"CAAR/MUM/ARC/49,50,51,52&53/2024",https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-49-50-51-52-53-03apr2024.pdf,YES
Mumbai Rulings,25,243,M/s. INS Consultancy,05.12.2023 & 09.02.2024,28.03.2024,Classification of Roasted Areca Nuts,"CAAR/MUM/ARC/46,47 & 48/2024",https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-46-47-48-03apr2024.pdf,YES
Mumbai Rulings,25,244,M/s. TJET Technology.,11/09/2023,22/03/2024,The Ruling is kept confidential.,CAAR/MUM/ARC/45/2024,,NO
Mumbai Rulings,25,245,M/s. Cochin Minerals and Rutile Limited.,29/05/2023,22/03/2024,The Ruling is kept confidential.,CAAR/MUM/ARC/44/2024,,NO
Mumbai Rulings,25,246,M/s. Tata Motors Ltd.,04/08/2023,15/03/2024,Classification of 'Urea Injector',CAAR/MUM/ARC/43/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-43-15mar2024.pdf,YES
Mumbai Rulings,25,247,M/s Embarkation Headquarters,07/07/2023,14/03/2024,This Order is kept confidential.,CAAR/MUM/ARC/42/2024,,NO
Mumbai Rulings,25,248,M/s Endress+Hauser Flowtec(India) Pvt. Ltd,24/04/2023,14/03/2024,"Whether the duty drawback in terms of Section 75 of the Customs Act, 1962 read with Rule 3 and 7 of",CAAR/MUM/ARC/41/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-41-15mar2024.pdf,YES
Mumbai Rulings,25,249,M/s NBG International Private Limited,30/10/2023,12/03/2024,Classification of Roasted Areca Nuts,"CAAR/MUM/ARC/38,39 & 40/2024",https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-38-39&40-13mar2024.pdf,YES
Mumbai Rulings,25,250,M/s Finster Black Private Limited,27.09.2023,08.03.2024,Classification of Tyre Pyrolysis Oil (Depolymerisation oil) and Tyre Pyrolysis Recovered Carbon Blac,CAAR/MUM/ARC/37/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-oil-08032024.pdf,YES
Mumbai Rulings,26,251,M/s Royal Canin India Private Limited,25/10/2023,05/03/2024,Classification of imported pet foods in bulk bags,"CAAR/MUM/ARC/35,36/2024",https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-35&36-06mar2024.pdf,YES
Mumbai Rulings,26,252,M/s Tara Clinical Systems,26/06/2023,04/03/2024,"Classification of ""QDx Instacheck TM PCT"" with reader ""QDx Instacheck TM"" as a Kit",CAAR/MUM/ARC/33&34/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-32&33-05mar2024.pdf,YES
Mumbai Rulings,26,253,M/s Rays Imports Inc.,19.10.2023,01.03.2024,Classification of Clean Bio Zinc (NSP),CAAR/MUM/ARC/32/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-rays-03022024.pdf,YES
Mumbai Rulings,26,254,M/s INS Consultancy Proprietor,31/10/2023,29/02/2024,This is confidential,CAAR/MUM/ARC/31/2024,,NO
Mumbai Rulings,26,255,M/s Edifice Medical Technologies,13/07/2023,27/02/2024,Classification of Operation Theatre Lights,CAAR/MUM/ARC/29&30/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-29-28feb2024.pdf,YES
Mumbai Rulings,26,256,M/s Bangalore Fluid System Components Private Limited,15/05/2023,23/02/2024,Classification of Stainless Steel Straight Fittings as below 1.Male Connector 2.Female Connector 3.A,CAAR/MUM/ARC/28/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/car-mum-rul-blore-fluid-23feb2024.pdf,YES
Mumbai Rulings,26,257,M/s Illumina India Biotechnology Private Limited,28/07/2023,22/02/2024,"Classification of ""kits"" referred as ""the products"" such as Truseq Stranded mRNA, Nextera DNA CD Idx",CAAR/MUM/ARC/27/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/car-mum-rul-illumina-23feb2024.pdf,YES
Mumbai Rulings,26,258,M/s Radiance Enterprises.,07/08/2023,22/02/2024,"Classification of ""provisionally preserved Areca Nut""",CAAR/MUM/ARC/26/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/car-mum-rul-radiance-23feb2024.pdf,YES
Mumbai Rulings,26,259,M/s Delmon Solutions Private Limited,25.09.2023,22.02.2024,Classification of Handheld Mobile Computer of the following ten models for import through Air Cargo,Corrigendum,https://www.cbic.gov.in/CONTENTREPO/CAAR/corrigendum-delmon-caar-28052024.pdf,YES
Mumbai Rulings,26,260,M/s. Shell India Markets Private Limited.,20.04.2023,20.02.2024,Ruling is kept confidential,CAAR/MUM/ARC/24/2024,,NO
Mumbai Rulings,27,261,M/s. Goodyear South Asia Tyres Private Limited,21.07.2023,20.02.2024,Classification of Negozone 9347 F- Goodine' for imports through the port of Nhava Sheva.,CAAR/MUM/ARC/23/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/car-mum-23-27feb2024.pdf,YES
Mumbai Rulings,27,262,M/s. MZ Audio Distributions India,23.06.2023,20.02.2024,"Classification of View Sonic Brand ""Interactive Flat Panel- Automatic Data Processing Machine (Model",CAAR/MUM/ARC/22/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-audio-21feb2024.pdf,YES
Mumbai Rulings,27,263,NZ Seasonal Wear Private Limited,10.04.2023,16.02.2024,Classification of 'PVC Raincoat'.,CAAR/MUM/ARC/21/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/nz-seasonal-caar-ruling-mumbai-16022024.pdf,YES
Mumbai Rulings,27,264,M/s. Synergistic Financial Networks Pvt. Limited,04.08.2023,16.02.2024,Ruling is kept confidential,CAAR/MUM/ARC/20/2024,,NO
Mumbai Rulings,27,265,M/s. Viewsonic Technologies India Pvt. Limited,02.08.2023,15.02.2024,Classification of 'Interactive Display System 'Viewboard'.,Corrigendum,https://www.cbic.gov.in/CONTENTREPO/CAAR/corri-caar-mum-19.pdf,YES
Mumbai Rulings,27,266,M/s GFCL EV Products Limited.,24.07.2023,15.02.2024,Applicability of exemption under Sr. No. 523 A of Notification No. 50/2017 dated 30.06.2017 as amend,CAAR/MUM/ARC/18/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/gfcl-caar-ruling-mumbai-16022024.pdf,YES
Mumbai Rulings,27,267,M/s Anshul Life Sciences,01.06.2023,09.02.2024,Clarity of HS code for Sorbitol Special MDF 85,CAAR/MUM/ARC/17/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/Anshul-Ruling-12022024.pdf,YES
Mumbai Rulings,27,268,M/s Amara Bioextracts LLP.,14.07.2023,08.02.2024,This ruling is confidential,CAAR/MUM/ARC/16/2024,,NO
Mumbai Rulings,27,269,M/s Alltech Biotechnology Pvt. Ltd.,21/06/2023,07/02/2024,For the Classification of 'PROBIOTIC BIOREMEDIATION PAK' which are cultures of Microorganisms in Ind,CAAR/MUM/ARC/15/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/car-mum-rul-alltech-08feb2024.pdf,YES
Mumbai Rulings,27,270,M/s Ruby Surgical & Allied Products Private Limited.,11.07.2023,05.02.2024,Applicability of Viscose Quality Control Order for Viscose Staple Fibres.,CAAR/MUM/ARC/12/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/Ruby_Surgicals_0001.pdf,YES
Mumbai Rulings,28,271,M/s Audio Distribution House Pvt. Ltd.,06.06.2023,05.02.2024,Classification of Creative Touch 5-series Interactive Flat Panel (IFP),CAAR/MUM/ARC/14/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/Audio_Distribution_0001.pdf,YES
Mumbai Rulings,28,272,M/s Bio-Rad Laboratories India Limited,07.07.2023,05.02.2024,Classification of Bovine Serum Albumin,CAAR/MUM/ARC/13/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/Bio-Rad_0001.pdf,YES
Mumbai Rulings,28,273,M/s Vivo Mobile India Pvt. Ltd.,03.11.2023,01.02.2024,Classification of Main MIC Dust Protective Net,CAAR/Del/Vivo Mobile India/03/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/vivo-caar-mumbai-ruling-01022024.pdf,YES
Mumbai Rulings,28,274,Kataria Traders,25/08/2023,25/01/2024,The ruling is kept confidential,CAAR/MUM/ARC/11/2024,,NO
Mumbai Rulings,28,275,M/s Creative Newtech Limited,27/07/2023,23/01/2024,For the import of Interactive Display System View Board 6550-5,CAAR/MUM/ARC/10/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-creative-24012024.pdf,YES
Mumbai Rulings,28,276,M/s Apple India Private Limited,21/09/2023,23/01/2024,This ruling is confidential,CAAR/MUM/ARC/09/2024,,NO
Mumbai Rulings,28,277,M/s Kataria Traders,19/12/2023,17/01/2024,This ruling is confidential,CAAR/MUM/ARC/06/2024,,NO
Mumbai Rulings,28,278,M/s M/s Rose Mary International,4/7/2023,16/01/2024,This ruling is confidential,CAAR/MUM/ARC/07/2024,,NO
Mumbai Rulings,28,279,M/s M/s Rose Mary International,4/7/2023,16/01/2024,This ruling is confidential,CAAR/MUM/ARC/08/2024,,NO
Mumbai Rulings,28,280,M/s Mean Light Co.,10-04-2023,16-01-2024,"Import Plain Rolls made of Polyster, Nylon, Taffeta, Satin",CAAR/MUM/ARC/05/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR-MUM-ARC-05-2024-17012024.pdf,YES
Mumbai Rulings,29,281,M/s INS Consultancy,26-09-2023,15-01-2024,This ruling is confidential.,CAAR/MUM/ARC/04/2024,,NO
Mumbai Rulings,29,282,M/s Shreeji Enterprises,04.10.2023,11.01.2024,This ruling is confidential,CAAR/MUM/ARC/03/2024,,NO
Mumbai Rulings,29,283,M/s Ingram Micro India Private Limited.,23.03.2023,10.01.2024,Classification of Projectors,CAAR/Mum/ARC/02/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR-Mum-ARC-02-2024.pdf,YES
Mumbai Rulings,29,284,M/s Mahindra & Mahindra Ltd.,26.06.2023,05.01.2024,Classification of Tire Pressure Monitoring System(TPMS) and Differential Pressure Sensors(DPS),CAAR/MUM/ARC/01/2024,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR-MUM-ARC-01-2024.pdf,YES
Mumbai Rulings,29,285,"M/s Genuine Spices, No. 20/106B, Kunnappallil, behind Municipality Office, Erattupetta, Kottayam, Ke
Read More..",30.08.2023,28.12.2023,"Classification of ""Roasted Areca Nut/Beetel Nut "" and Roasted Areca Nut/Beetle Nut cut.","CAAR/Mum/ARC/70, 71 & 72/2023",,NO
Mumbai Rulings,29,286,"M/s INS Consultancy, 1002, Sorento CHS, Hiranandani Gardens, Powai, Mumbai- 400076.",26.09.2023,07.11.2023,Classification of roasted arecanut and roasted areca nut cut.,CAAR/Mum/ARC/69/2023,,NO
Mumbai Rulings,29,287,"M/s Kataria Traders, Flat No 61, 271, Seth Motichand Devchand Building, 4th Floor, SBS Road, Fort, M
Read More..",25.08.2023,07.11.2023,Classification of roasted arecanut and roasted areca nut cut.,CAAR/Mum/ARC/68/2023,,NO
Mumbai Rulings,29,288,"M/s. Shree Ganesh Traders. 3/2, 4th Street, First Cross, Surendra Nagar, Adabakkam, Chennai-600088.",24.07.2023,16.10.2023,Classification of Rosated Areca/Betel Nuts.,CAAR/Mum/ARC/67/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/car-mumbai-shree-ganesh-traders-67.pdf,YES
Mumbai Rulings,29,289,"M/s Neha Traders. No 2027, Seebaiah Road, Devraj Mohalla, Mysuru, Karnataka - 570001",10.04.2023,03.10.2023,Classification of Clear Float Glass with an absorbent-non reflective layer of Tin on one side.,CAAR/Mum/ARC/66/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/Neha_Traders_ruling_0001.pdf,YES
Mumbai Rulings,29,290,"M/s Saft India Private Limited Plot No 10/1A 1B&1C ABBANAKUPPE Bidadi Industrial Area Bangalore K
Read More..",11.05.2023,21.09.2023,"Classification of Nickel Hydroxide Compound (Containing Nickel Hydroxide of 92 % to 100%, and balanc",CAAR/Mum/ARC/65/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-arc-65-27092023.pdf,YES
Mumbai Rulings,30,291,"M/s. Garrett Motion Technologies(India) Pvt. Ltd. Plot No. 4A Raisoni Industrial Estate Village Ma
Read More..",26.04.2023,08.09.2023,Seeking applicability of exemption benefit in terms of SI No. 448H of Notification No. 50/17-Cus dat,Order No. CAAR/Mum/ARC/ 64/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-arc-64-12092023.pdf,YES
Mumbai Rulings,30,292,"M/s. Siemens Healthcare Pvt. Ltd. 9th Floor North Tower Godrej One Pirojshanagar Vikhroli East
Read More..",19.05.2023,08.09.2023,applicability of Sr. No. 563A of Notification No. 50/2017-Customs dated 30.06.2017 as amended,Order No. CAAR/Mum/ARC/63/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-arc-63-12092023.pdf,YES
Mumbai Rulings,30,293,"M/s. Siemens Healthcare Pvt. Ltd. 9th floor North tower Godrej One Pirojshanagar Vikhroli East
Read More..",19.05.2023,05.09.2023,"Classification of ""Linear Accelerator""""(LINAC. """,Order No. CAAR/Mum/ARC/ 62 /2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR_Mum_ARC_62_2023.pdf,YES
Mumbai Rulings,30,294,M/s. BHARAT BALLOON HOUSE No. 92(63) 1st Floor Narayana Mudali Street Sowcarpet Chennai-600079.,27 .02.2023,05.09.2023,"Classification of ""Foil balloons"""". """,Order No. CAAR/Mum/ARC/ 61 /2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR_Mum_ARC_61_2023.pdf,YES
Mumbai Rulings,30,295,"M/s. Lenovo India Pvt. Ltd. RBD icon Level-2 Doddanekundi village Marthalli outer ring road M
Read More..",29 .05.2023,05.09.2023,"Classification of ""Interactive Large format display"""". """,Order No. CAAR/Mum/ARC/ 60 /2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR_Mum_ARC_60_2023.pdf,YES
Mumbai Rulings,30,296,"M/s. Brightpoint India Pvt. Ltd 5th Floor Building A Empire Plaza LBS Marg Vikhroli West Mumba
Read More..",03.04.2023,08.06.2023,The classification of 'Interactive Display System (ViewBoard).,Order No. CAAR/Mum/ARC/ 56 57 58 59/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR_Mum_ARC_56_57_58_59_2023.PDF,YES
Mumbai Rulings,30,297,"M/s India Japan Lighting Private Limited No.1 Puduchatram Via. Thirumazhisai Thiruvellore High Roa
Read More..",10-03-2023,08.06.2023,Import of LED socket assembly for the manufacture of Front fog lamp for automobile application.,Order No. CAAR/Mum/ARC/55/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR_Mum_ARC_55_2023.PDF,YES
Mumbai Rulings,30,298,"M/s Solae Company India Private Limited 6th Floor Tower C DLF Cyber Greens Sector-25a Dlf City
Read More..",20-03-2023,07.06.2023,Import of 'Supro Nuggets 570 G IP' Soy protein nuggets.,Order No. CAAR/Mum/ARC/54/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR_Mum_ARC_54_2023.PDF,YES
Mumbai Rulings,30,299,"M/s Pridel Private Limited 205 2nd Floor Ackruti Star Building MIDC Road Andheri East Mumbai -
Read More..",20.03.2023,05.06.2023,Temporary Import of Unit Load Devices (ULDs) and subsequent,Order No. CAAR/Mum/ARC/45-53/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAARMumARC45-532023-06062023.PDF,YES
Mumbai Rulings,30,300,"M/s. Rashi Peripheral Limited 5th Floor Aristo House N.S. Phadke Road Andheri East Mumbai Mahar
Read More..",04.05.2023,02.06.2023,Classification of Data Projector(Model ZH 350  ZW350e ZX 350e) (hereinafter referred to as subject g,CAAR/Mum/ARC/44/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-arc-44-06062023.PDF,YES
Mumbai Rulings,31,301,"M/s. Gani Granites Private Limited No. 19 C-18 Uthamar Gandhi Salai Nungambakkam High Road Chen
Read More..",20.02.2023,23.05.2023,Ruling is being kept Confidential in accordance with the ruling issued by the authority,CAAR/Mum/ARC/43/2023,,NO
Mumbai Rulings,31,302,"M/s Hi Tech Print Systems Flat No.68 Jains Adwitiya 2 nd Floor 3 rd Block No.292/1 Jeevarathi
Read More..",03.02.2023,15.05.2023,Classification of Provisionally preserved Areca nut(subject goods),Ruling No. CAAR/Mum/ARC/42/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-arc-42-17052023.PDF,YES
Mumbai Rulings,31,303,"M/s. Universal Impex G-39 APMC Market 1 Phase 2 Turbhe Masala Market Navi Mumbai Thane Mahar
Read More..",31.01.2023,12.05.2023,"classification ""Roasted Areca Nuts""""""",CAAR/Mum/ARC/39-40-41/2023,https://www.cbic.gov.in/CONTENTREPO/RTI/List_of_AA/rti-kolkata-E-14052024.pdf,YES
Mumbai Rulings,31,304,M/s MRF Limited No. 114 Greams Road Chennai Tamil Nadu-600006,03.01.2023,12.05.2023,classification of 'Compounded Rubber under CTH 4005 1000',CAAR/Mum/ARC/35-36-37-38/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-ARC-35-36-37-38-15may2023.PDF,YES
Mumbai Rulings,31,305,"M/s. Rashi Peripherals Limited Ariisto House 5th Floor Junction of N.S. Phadke Road Teli Gali An
Read More..",03.01.2023,08.05.2023,Classification of Chromecast with Google TV,CAAR/Mum/ARC/34/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/caar-mum-ARC-34-09may2023.PDF,YES
Mumbai Rulings,31,306,"M /s. Pagaria Infotech Ventures LLP 901 Mayuresh square Plot 17 Sec-15 CBD Belapur Navi Mumbai
Read More..",26.12.2022,04.05.2023,Import of CRYPTOGRAPHIC DEVICE / TOKEN .,CAAR/Mum/ARC/33/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/Pagaria Infotech Ventures.pdf,YES
Mumbai Rulings,31,307,"M/s. Apple India Private Limited 19th Floor Concorde Tower C UB City No. 24 Vittal Mallya Road
Read More..",13.02.2023,25.04.2023,Rulings is being kept confidential in accordance with the ruling issued by the authority,CAAR/Mum/ARC/32/2023,,NO
Mumbai Rulings,31,308,"M/s. Intel Solutions & Services India Private Limited 3rd floor No. 136 Old Airport Road Kodihal
Read More..",06.12.2022,25.04.2023,Classification of Mobileye 8 Connect,CAAR/Mum/ARC/31/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR-Mum-ARC-31-25042023.PDF,YES
Mumbai Rulings,31,309,"M/s. Apple India Private Limited 19th Floor Concorde Tower C UB City No. 24 Vittal Mallya Road
Read More..",13.02.2023,18.04.2023,Rulings is being kept confidential in accordance with the ruling issued by the authority,CAAR/Mum/ARC/30/2023,,NO
Mumbai Rulings,31,310,M/s. A.K. Impex No.44 Cross Road New Washermenpet Chennai 600081 Tamil Nadu-600081,18.01.2023,12.04.2023,Rulings is being kept confidential in accordance with the ruling issued by the authority,CAAR/Mum/ARC/28-29/2023,,NO
Mumbai Rulings,32,311,"M/s. Senate Solutions Private Limited Shop No.24 General- GAN Thimmaya Road Money Market East St
Read More..",03.01.2023,11.04.2023,Portable Computers viz. Barcode Mobile Computers RFID Mobile Computer and Tablet Mobile Computer,CAAR/Mum/ARC/24-25-26-27/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR-Mum-ARC-24-25-26-27-2023.PDF,YES
Mumbai Rulings,32,312,"M/s. Gurmat Impex & Shipping Services R. No. 315 3rd Floor C-wing Antophill Warehouse Complex VIT Co
Read More..",12.12.2022,11.04.2023,classification of `VIEWSONIC Brand LCD Monitors,CAAR/Mum/ARC/23/2023,https://www.cbic.gov.in/CONTENTREPO/CAAR/CAAR-Mum-ARC-23-2023.PDF,YES
